"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 21 19:14:11 UTC 2024","Sun Jan 21 19:18:08 UTC 2024","236562","","Save command tests","","Save command tests","3D005010 | Save for create Hole command | Varsha Chaudhari","3D005010 | Save for create Hole command | Varsha Chaudhari",""
"broken","Sun Jan 21 22:04:09 UTC 2024","Sun Jan 21 22:06:23 UTC 2024","134606","","Solidedge Files  tests","","Solidedge Files  tests","3D162509 | Verify AR command from the action column should not exist for the SE sheetmetal file. | Abhijeet Sabale","3D162509 | Verify AR command from the action column should not exist for the SE sheetmetal file. | Abhijeet Sabale",""
"broken","Sun Jan 21 22:00:21 UTC 2024","Sun Jan 21 22:11:08 UTC 2024","646627","","RFQ test","","RFQ test","Z007002 | Validate create RFQ from blank RFQ and email validation | Sonali Borase","Z007002 | Validate create RFQ from blank RFQ and email validation | Sonali Borase",""
"passed","Sun Jan 21 21:30:16 UTC 2024","Sun Jan 21 21:31:31 UTC 2024","74134","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000205 | Close file in 3DA - no edits | Suba Gopalakrishnan","Z000205 | Close file in 3DA - no edits | Suba Gopalakrishnan",""
"passed","Sun Jan 21 18:51:26 UTC 2024","Sun Jan 21 18:52:43 UTC 2024","76623","","Coaxial Command tests","","Coaxial Command tests","3D057645 | Verify coaxial Command dialog | Sanjana Marta","3D057645 | Verify coaxial Command dialog | Sanjana Marta",""
"passed","Sun Jan 21 21:45:40 UTC 2024","Sun Jan 21 21:46:39 UTC 2024","59668","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000217 | navigate to ZelX Home page from 3DA-JT file - no edits | Suba Gopalakrishnan","Z000217 | navigate to ZelX Home page from 3DA-JT file - no edits | Suba Gopalakrishnan",""
"passed","Sun Jan 21 22:33:38 UTC 2024","Sun Jan 21 22:36:04 UTC 2024","145668","","Place Component tests","","Place Component tests","3DA015010 | Validate the preview for saved file is created on PPC. | Prakash Sutar","3DA015010 | Validate the preview for saved file is created on PPC. | Prakash Sutar",""
"passed","Sun Jan 21 21:00:45 UTC 2024","Sun Jan 21 21:05:53 UTC 2024","308116","","Revise command tests","","Revise command tests","3D007561 | ME-272673 || Validate revision history if one of the revisions is deleted / replaced. | Pratik Deshpande","3D007561 | ME-272673 || Validate revision history if one of the revisions is deleted / replaced. | Pratik Deshpande",""
"passed","Sun Jan 21 22:07:39 UTC 2024","Sun Jan 21 22:09:13 UTC 2024","94317","","Assembly Create In Place Command tests","","Assembly Create In Place Command tests","3DA000001 | Validate Create In Place command with tooltip and dialog should close on Esc key press. | Prajakta Patil","3DA000001 | Validate Create In Place command with tooltip and dialog should close on Esc key press. | Prajakta Patil",""
"failed","Sun Jan 21 20:45:02 UTC 2024","Sun Jan 21 20:48:31 UTC 2024","208996","","Appearence library tests","","Appearence library tests","3D135010 | Verify the undo and redo of color application for different faces. | Tanush Mane","3D135010 | Verify the undo and redo of color application for different faces. | Tanush Mane",""
"failed","Sun Jan 21 19:15:39 UTC 2024","Sun Jan 21 19:16:59 UTC 2024","80497","","offset Command tests","","offset Command tests","3D058363 | Verify offset command error workflow for distance | Prajakta Patil","3D058363 | Verify offset command error workflow for distance | Prajakta Patil",""
"failed","Sun Jan 21 22:30:05 UTC 2024","Sun Jan 21 22:31:07 UTC 2024","62209","","Search Filters in catalog test","","Search Filters in catalog test","3DA020505 | Validate filters for create new design and closing filter balloon should deselects the filter. | Pratik Deshpande","3DA020505 | Validate filters for create new design and closing filter balloon should deselects the filter. | Pratik Deshpande",""
"failed","Sun Jan 21 21:54:13 UTC 2024","Sun Jan 21 21:55:40 UTC 2024","86261","","Design Revision Command","","Design Revision Command","Z000307 | Verify the design revision button is disabled for shared project at shared user end with review access. | Abhishek Benni","Z000307 | Verify the design revision button is disabled for shared project at shared user end with review access. | Abhishek Benni",""
"passed","Sun Jan 21 22:14:24 UTC 2024","Sun Jan 21 22:16:07 UTC 2024","102509","","Assembly Create In Place Command tests","","Assembly Create In Place Command tests","3DA000005 | Verify the Enter keypress as OK for Create in Place command. | Prajakta Patil","3DA000005 | Verify the Enter keypress as OK for Create in Place command. | Prajakta Patil",""
"broken","Sun Jan 21 20:18:15 UTC 2024","Sun Jan 21 20:21:07 UTC 2024","171805","","Create Dimension tests","","Create Dimension tests","3D075009 | Verify  select a face in plane for placing a dimensions between two circles by Point to Point method. | Snehal Atre","3D075009 | Verify  select a face in plane for placing a dimensions between two circles by Point to Point method. | Snehal Atre",""
"passed","Sun Jan 21 22:38:52 UTC 2024","Sun Jan 21 22:43:18 UTC 2024","265830","","Catalog part placement in catalog test","","Catalog part placement in catalog test","3DA021006 | Validate catalog part can be placed in new design multiple times | Prakash Sutar","3DA021006 | Validate catalog part can be placed in new design multiple times | Prakash Sutar",""
"passed","Sun Jan 21 22:00:02 UTC 2024","Sun Jan 21 22:01:25 UTC 2024","83129","","Kanban View for Project","","Kanban View for Project","Z015011 | Verify meatball edit event in kanban view | Prakash Sutar","Z015011 | Verify meatball edit event in kanban view | Prakash Sutar",""
"passed","Sun Jan 21 19:11:20 UTC 2024","Sun Jan 21 19:13:16 UTC 2024","116499","","Intersect command tests","","Intersect command tests","3D051502 | Perform Intersect without keep target and tool | Anuja Patil","3D051502 | Perform Intersect without keep target and tool | Anuja Patil",""
"passed","Sun Jan 21 19:01:49 UTC 2024","Sun Jan 21 19:05:16 UTC 2024","206932","","SaveAs command tests","","SaveAs command tests","3D006256 | Preserve source file feature - save As for stp/step file  | Varsha Chaudhari","3D006256 | Preserve source file feature - save As for stp/step file  | Varsha Chaudhari",""
"passed","Sun Jan 21 18:53:23 UTC 2024","Sun Jan 21 18:55:00 UTC 2024","97057","","Create Hole command tests","","Create Hole command tests","3D035013 | verify Counterbored hole with counterbore Extent option as To Target and Hole extent as through body | Prakash Sutar","3D035013 | verify Counterbored hole with counterbore Extent option as To Target and Hole extent as through body | Prakash Sutar",""
"failed","Sun Jan 21 19:54:42 UTC 2024","Sun Jan 21 19:55:56 UTC 2024","73952","","Part Navigator Edit Rollback command tests","","Part Navigator Edit Rollback command tests","3D097505 | Validate Thicken feature get updated via Edit with Rollback if the user changed the thickness value. | Pratik Deshpande","3D097505 | Validate Thicken feature get updated via Edit with Rollback if the user changed the thickness value. | Pratik Deshpande",""
"passed","Sun Jan 21 19:00:46 UTC 2024","Sun Jan 21 19:02:36 UTC 2024","110279","","Symmetric Command tests","","Symmetric Command tests","3D057933 | Valid Scenario - symmetric command | Pratik Deshpande","3D057933 | Valid Scenario - symmetric command | Pratik Deshpande",""
"broken","Sun Jan 21 19:44:47 UTC 2024","Sun Jan 21 19:45:41 UTC 2024","53885","","Edit Flange command tests","","Edit Flange command tests","3DH003007 | Validate Error message for Curve selection. | Snehal Atre","3DH003007 | Validate Error message for Curve selection. | Snehal Atre",""
"passed","Sun Jan 21 21:32:53 UTC 2024","Sun Jan 21 21:33:46 UTC 2024","52830","","Guest User tests","","Guest User tests","Z010006 | Command validations for paid guest user, with Full Access | Tanush Mane","Z010006 | Command validations for paid guest user, with Full Access | Tanush Mane",""
"passed","Sun Jan 21 19:43:46 UTC 2024","Sun Jan 21 19:45:21 UTC 2024","95236","","Mirror command tests","","Mirror command tests","3D060013 | Validate error message for invalid face selection | Varsha Chaudhari","3D060013 | Validate error message for invalid face selection | Varsha Chaudhari",""
"passed","Sun Jan 21 21:32:09 UTC 2024","Sun Jan 21 21:32:53 UTC 2024","44636","","Guest User tests","","Guest User tests","Z010005 | Command validations for paid guest user, with Review and Download | Tanush Mane","Z010005 | Command validations for paid guest user, with Review and Download | Tanush Mane",""
"passed","Sun Jan 21 19:22:05 UTC 2024","Sun Jan 21 19:23:02 UTC 2024","57404","","MBD Navigator command tests","","MBD Navigator command tests","3D105002 | ME-279344-Verify Model View Options (Standard Icon) sub options | Abhijeet Sabale","3D105002 | ME-279344-Verify Model View Options (Standard Icon) sub options | Abhijeet Sabale",""
"failed","Sun Jan 21 22:33:34 UTC 2024","Sun Jan 21 22:34:52 UTC 2024","78703","","Search Functionality in catalog test","","Search Functionality in catalog test","3DA020007 | Validate search in new design from 3DA and scroll bar in search result   | Prakash Sutar","3DA020007 | Validate search in new design from 3DA and scroll bar in search result   | Prakash Sutar",""
"passed","Sun Jan 21 18:36:38 UTC 2024","Sun Jan 21 18:40:10 UTC 2024","212119","","SaveAs command tests","","SaveAs command tests","3D006251 | SaveAs for Delete Body scenario | Varsha Chaudhari","3D006251 | SaveAs for Delete Body scenario | Varsha Chaudhari",""
"passed","Sun Jan 21 20:33:26 UTC 2024","Sun Jan 21 20:35:11 UTC 2024","105600","","Extrude command tests","","Extrude command tests","3D020001 | Validate Extrude command dialog with tooltipFlag validation and close by escape key | Pratik Deshpande","3D020001 | Validate Extrude command dialog with tooltipFlag validation and close by escape key | Pratik Deshpande",""
"passed","Sun Jan 21 19:10:24 UTC 2024","Sun Jan 21 19:12:24 UTC 2024","119965","","Subtract command tests","","Subtract command tests","3D053002 | Perform Subtract without keep target & keep body | Tanush Mane","3D053002 | Perform Subtract without keep target & keep body | Tanush Mane",""
"passed","Sun Jan 21 19:06:21 UTC 2024","Sun Jan 21 19:10:04 UTC 2024","223336","","Save command tests","","Save command tests","3D005008 | Save for Resize hole scenario | Varsha Chaudhari","3D005008 | Save for Resize hole scenario | Varsha Chaudhari",""
"passed","Sun Jan 21 22:45:08 UTC 2024","Sun Jan 21 22:47:02 UTC 2024","113867","","Place Component tests","","Place Component tests","3DA015015 | Validate place component dialog close on pressing ESC Key. | Prakash Sutar","3DA015015 | Validate place component dialog close on pressing ESC Key. | Prakash Sutar",""
"passed","Sun Jan 21 18:59:14 UTC 2024","Sun Jan 21 19:01:09 UTC 2024","114833","","Tangent Command tests","","Tangent Command tests","3D057791 | Valid Scenario: through point face- tangent command | Sanjana Marta","3D057791 | Valid Scenario: through point face- tangent command | Sanjana Marta",""
"passed","Sun Jan 21 19:37:29 UTC 2024","Sun Jan 21 19:39:14 UTC 2024","105565","","Resize Hole command tests","","Resize Hole command tests","3D037516 | Resize Taper as Counterbored Hole | Prasen Rokade","3D037516 | Resize Taper as Counterbored Hole | Prasen Rokade",""
"broken","Sun Jan 21 21:13:46 UTC 2024","Sun Jan 21 21:17:18 UTC 2024","211179","","Solidworks Files tests","","Solidworks Files tests","3D160003 | The user should be able to modify the SW file in 3DA author with Hole command and able to save it. | Abhijeet Sabale","3D160003 | The user should be able to modify the SW file in 3DA author with Hole command and able to save it. | Abhijeet Sabale",""
"passed","Sun Jan 21 21:43:33 UTC 2024","Sun Jan 21 21:45:05 UTC 2024","92300","","3DA Search","","3DA Search","Z000604 | Verify after clicking on reset search icon, Search Box should be empty | Anuja Patil","Z000604 | Verify after clicking on reset search icon, Search Box should be empty | Anuja Patil",""
"passed","Sun Jan 21 21:17:58 UTC 2024","Sun Jan 21 21:19:35 UTC 2024","97545","","Last Save Setting tests","","Last Save Setting tests","3D145009 | Validate last saved settings for Restore Option, check after Page reload click on restore option to check design Intent options previous state. | Prajakta Patil","3D145009 | Validate last saved settings for Restore Option, check after Page reload click on restore option to check design Intent options previous state. | Prajakta Patil",""
"passed","Sun Jan 21 21:29:00 UTC 2024","Sun Jan 21 21:30:16 UTC 2024","76020","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000204 | Navigate to ZelX Settings page from 3DA - no edits | Suba Gopalakrishnan","Z000204 | Navigate to ZelX Settings page from 3DA - no edits | Suba Gopalakrishnan",""
"passed","Sun Jan 21 19:43:20 UTC 2024","Sun Jan 21 19:44:51 UTC 2024","91474","","Sketch command tests","","Sketch command tests","3D015010 | Validate sketch command: Make Coincident | Prasen Rokade","3D015010 | Validate sketch command: Make Coincident | Prasen Rokade",""
"passed","Sun Jan 21 22:28:50 UTC 2024","Sun Jan 21 22:33:42 UTC 2024","291757","","Catalog part placement in catalog test","","Catalog part placement in catalog test","3DA021004 | Validate placement of placed component from recent tab | Prakash Sutar","3DA021004 | Validate placement of placed component from recent tab | Prakash Sutar",""
"passed","Sun Jan 21 22:33:42 UTC 2024","Sun Jan 21 22:38:52 UTC 2024","310085","","Catalog part placement in catalog test","","Catalog part placement in catalog test","3DA021005 | Validate placed part get saved in current project on placement and can be placed from current project again | Prakash Sutar","3DA021005 | Validate placed part get saved in current project on placement and can be placed from current project again | Prakash Sutar",""
"passed","Sun Jan 21 18:45:20 UTC 2024","Sun Jan 21 18:49:18 UTC 2024","238193","","Save command tests","","Save command tests","3D005003 | Save for Replace Face scenario | Varsha Chaudhari","3D005003 | Save for Replace Face scenario | Varsha Chaudhari",""
"broken","Sun Jan 21 22:14:32 UTC 2024","Sun Jan 21 22:20:37 UTC 2024","364682","","Search Filters in catalog test","","Search Filters in catalog test","3DA020501 | Validate the search filters checkboxes and balloons on searching. | Pratik Deshpande","3DA020501 | Validate the search filters checkboxes and balloons on searching. | Pratik Deshpande",""
"passed","Sun Jan 21 20:26:00 UTC 2024","Sun Jan 21 20:27:36 UTC 2024","95157","","Create Dimension tests","","Create Dimension tests","3D075013 | RMB clears the current dimension selection | Suba Gopalakrishnan","3D075013 | RMB clears the current dimension selection | Suba Gopalakrishnan",""
"passed","Sun Jan 21 20:54:29 UTC 2024","Sun Jan 21 20:56:19 UTC 2024","109920","","userPreference tests","","userPreference tests","3D150007 | Verify dimension precision preference is set to '0.1' | Tanush Mane","3D150007 | Verify dimension precision preference is set to '0.1' | Tanush Mane",""
"broken","Sun Jan 21 22:29:30 UTC 2024","Sun Jan 21 22:29:35 UTC 2024","5027","","Assembly Delete command tests","","Assembly Delete command tests","3DA025008 | ME304514 - Validate Deleting all the components and sub-assembly should remove the entries from assembly navigator. | Prajakta Patil","3DA025008 | ME304514 - Validate Deleting all the components and sub-assembly should remove the entries from assembly navigator. | Prajakta Patil",""
"passed","Sun Jan 21 18:40:40 UTC 2024","Sun Jan 21 18:41:33 UTC 2024","52975","","Replace Command tests","","Replace Command tests","3D055004 | close replace command with Esc key | Varsha Chaudhari","3D055004 | close replace command with Esc key | Varsha Chaudhari",""
"passed","Sun Jan 21 19:09:37 UTC 2024","Sun Jan 21 19:11:20 UTC 2024","102638","","Intersect command tests","","Intersect command tests","3D051501 | Verify intersect Command And its tooltip text | Anuja Patil","3D051501 | Verify intersect Command And its tooltip text | Anuja Patil",""
"passed","Sun Jan 21 19:29:37 UTC 2024","Sun Jan 21 19:31:28 UTC 2024","111139","","Mirror command tests","","Mirror command tests","3D060004 | Validate Mirror for single body about YZ plane | Varsha Chaudhari","3D060004 | Validate Mirror for single body about YZ plane | Varsha Chaudhari",""
"passed","Sun Jan 21 19:27:33 UTC 2024","Sun Jan 21 19:29:26 UTC 2024","113044","","Resize Hole command tests","","Resize Hole command tests","3D037511 | Resize Countersunk as CounterBore Hole | Prasen Rokade","3D037511 | Resize Countersunk as CounterBore Hole | Prasen Rokade",""
"passed","Sun Jan 21 22:43:35 UTC 2024","Sun Jan 21 22:46:15 UTC 2024","160210","","Assembly constraints tests","","Assembly constraints tests","3DA030011 | Validate multiple Touch Align constraints back-to-back in one command session and termination using close button. | Prajakta Patil","3DA030011 | Validate multiple Touch Align constraints back-to-back in one command session and termination using close button. | Prajakta Patil",""
"passed","Sun Jan 21 18:49:58 UTC 2024","Sun Jan 21 18:51:50 UTC 2024","111862","","Replace Command tests","","Replace Command tests","3D055010 | Valid replace Scenario - single original face and Multiple replacement faces with reverse button click  | Varsha Chaudhari","3D055010 | Valid replace Scenario - single original face and Multiple replacement faces with reverse button click  | Varsha Chaudhari",""
"passed","Sun Jan 21 21:51:40 UTC 2024","Sun Jan 21 21:52:12 UTC 2024","31777","","Design Revision Command","","Design Revision Command","Z000305 | Verify for one non cad and one cad file selection design revision button is disabled | Abhishek Benni","Z000305 | Verify for one non cad and one cad file selection design revision button is disabled | Abhishek Benni",""
"passed","Sun Jan 21 21:17:08 UTC 2024","Sun Jan 21 21:18:49 UTC 2024","101322","","File Apply Status tests","","File Apply Status tests","Z000003 | Disabled applyStatus command for Multiple file selection | Lokesh Sonawane","Z000003 | Disabled applyStatus command for Multiple file selection | Lokesh Sonawane",""
"passed","Sun Jan 21 20:10:00 UTC 2024","Sun Jan 21 20:11:47 UTC 2024","107002","","Resize cone command tests","","Resize cone command tests","3D080052 | validate resize cone with positive inputs  | Abhishek Benni","3D080052 | validate resize cone with positive inputs  | Abhishek Benni",""
"passed","Sun Jan 21 18:44:19 UTC 2024","Sun Jan 21 18:45:34 UTC 2024","74689","","Create Hole command tests","","Create Hole command tests","3D035007 | Verify the Hole dialog for Countersunk Hole type.  | Prakash Sutar","3D035007 | Verify the Hole dialog for Countersunk Hole type.  | Prakash Sutar",""
"failed","Sun Jan 21 20:21:07 UTC 2024","Sun Jan 21 20:22:31 UTC 2024","83328","","Create Dimension tests","","Create Dimension tests","3D075010 | Create Linear dimension using adjacent edges | Suba Gopalakrishnan","3D075010 | Create Linear dimension using adjacent edges | Suba Gopalakrishnan",""
"passed","Sun Jan 21 19:28:35 UTC 2024","Sun Jan 21 19:29:29 UTC 2024","54520","","Switch Environment tests","","Switch Environment tests","3D120003 | Validate 3D Design Command Ribbon | Tanush Mane","3D120003 | Validate 3D Design Command Ribbon | Tanush Mane",""
"broken","Sun Jan 21 18:44:10 UTC 2024","Sun Jan 21 18:44:14 UTC 2024","4084","","Delete command tests","","Delete command tests","3D010006 | Error validation for Delete Invalid face | Varsha Chaudhari","3D010006 | Error validation for Delete Invalid face | Varsha Chaudhari",""
"passed","Sun Jan 21 19:29:02 UTC 2024","Sun Jan 21 19:30:56 UTC 2024","114125","","Edit Tab command tests","","Edit Tab command tests","3DH001001 | Verify Base Tab entry updated in Part navigator and validate edit Base tab dialog with rollback edit. | Prajakta Patil","3DH001001 | Verify Base Tab entry updated in Part navigator and validate edit Base tab dialog with rollback edit. | Prajakta Patil",""
"passed","Sun Jan 21 19:08:55 UTC 2024","Sun Jan 21 19:10:39 UTC 2024","103452","","Resize Hole command tests","","Resize Hole command tests","3D037501 | Resize Counterbore Hole with valid inputs | Prasen Rokade","3D037501 | Resize Counterbore Hole with valid inputs | Prasen Rokade",""
"broken","Sun Jan 21 20:59:21 UTC 2024","Sun Jan 21 21:11:23 UTC 2024","721930","","Solidworks Files tests","","Solidworks Files tests","3D160001 | Verify user should be able to open the SW file in 3DA. | Abhijeet Sabale","3D160001 | Verify user should be able to open the SW file in 3DA. | Abhijeet Sabale",""
"failed","Sun Jan 21 19:50:01 UTC 2024","Sun Jan 21 19:51:12 UTC 2024","70773","","Resize Blend command tests","","Resize Blend command tests","3D042501 | Validate Dialog of Resize Blend Command | Sanjana Marta","3D042501 | Validate Dialog of Resize Blend Command | Sanjana Marta",""
"passed","Sun Jan 21 19:11:54 UTC 2024","Sun Jan 21 19:15:38 UTC 2024","224103","","SaveAs command tests","","SaveAs command tests","3D006259 | Save As for create Hole command | Varsha Chaudhari","3D006259 | Save As for create Hole command | Varsha Chaudhari",""
"passed","Sun Jan 21 18:57:28 UTC 2024","Sun Jan 21 18:59:31 UTC 2024","122618","","Coaxial Command tests","","Coaxial Command tests","3D057648 | Validate User is not able to select Planar Face as Motion and Stationary face | Prajakta Patil","3D057648 | Validate User is not able to select Planar Face as Motion and Stationary face | Prajakta Patil",""
"passed","Sun Jan 21 21:53:08 UTC 2024","Sun Jan 21 21:54:44 UTC 2024","95908","","Recent Activity ","","Recent Activity ","Z015103 | Verify CAD file can be opened in 3DA from recent 3D edit | Prakash Sutar","Z015103 | Verify CAD file can be opened in 3DA from recent 3D edit | Prakash Sutar",""
"passed","Sun Jan 21 19:55:36 UTC 2024","Sun Jan 21 19:57:06 UTC 2024","90453","","Export PDF in 3DA tests","","Export PDF in 3DA tests","3D090003 | Verify Export PDF Command dialog for PMI dimension file, Verify 'Export PDF' dialog cancel by escape key. | Tanush Mane","3D090003 | Verify Export PDF Command dialog for PMI dimension file, Verify 'Export PDF' dialog cancel by escape key. | Tanush Mane",""
"passed","Sun Jan 21 22:07:19 UTC 2024","Sun Jan 21 22:08:19 UTC 2024","59719","","Create and Edit Project tests","","Create and Edit Project tests","Z000804 | Create a New project and verify Status and Assign to on PDP  | Priyanka Gaonkar","Z000804 | Create a New project and verify Status and Assign to on PDP  | Priyanka Gaonkar",""
"passed","Sun Jan 21 19:56:20 UTC 2024","Sun Jan 21 19:59:19 UTC 2024","179174","","Prompt To Save command tests","","Prompt To Save command tests","3D007501 | To verify save dialog is not displayed for saved changes on closing 3D author | Abhishek Benni","3D007501 | To verify save dialog is not displayed for saved changes on closing 3D author | Abhishek Benni",""
"passed","Sun Jan 21 20:41:05 UTC 2024","Sun Jan 21 20:42:51 UTC 2024","106103","","userPreference tests","","userPreference tests","3D150001 | Verify 'Default Unit' user preference is set to 'Millimeters' and 'Inches' when design is created from empty project page | Tanush Mane","3D150001 | Verify 'Default Unit' user preference is set to 'Millimeters' and 'Inches' when design is created from empty project page | Tanush Mane",""
"passed","Sun Jan 21 19:16:05 UTC 2024","Sun Jan 21 19:17:17 UTC 2024","71389","","Subtract command tests","","Subtract command tests","3D053005 | Perform Subtract for tool outside target body | Tanush Mane","3D053005 | Perform Subtract for tool outside target body | Tanush Mane",""
"passed","Sun Jan 21 19:40:39 UTC 2024","Sun Jan 21 19:42:17 UTC 2024","97187","","Part Navigator History free mode command tests","","Part Navigator History free mode command tests","3D095002 | Verify that while switching the mode if we cancel the dialog or press Esc key existing mode should maintained. | Varsha Chaudhari","3D095002 | Verify that while switching the mode if we cancel the dialog or press Esc key existing mode should maintained. | Varsha Chaudhari",""
"passed","Sun Jan 21 19:35:18 UTC 2024","Sun Jan 21 19:36:59 UTC 2024","101171","","Mirror command tests","","Mirror command tests","3D060007 | Validate Preselection scenario for body and OK button state | Varsha Chaudhari","3D060007 | Validate Preselection scenario for body and OK button state | Varsha Chaudhari",""
"broken","Sun Jan 21 18:54:24 UTC 2024","Sun Jan 21 18:57:14 UTC 2024","169649","","Tangent Command tests","","Tangent Command tests","3D057789 | Error Scenario - tangent command | Sanjana Marta","3D057789 | Error Scenario - tangent command | Sanjana Marta",""
"failed","Sun Jan 21 19:02:36 UTC 2024","Sun Jan 21 19:04:39 UTC 2024","123151","","Symmetric Command tests","","Symmetric Command tests","3D057934 | Verify create symmetric is working with Cylindrical/curved surface | Pratik Deshpande","3D057934 | Verify create symmetric is working with Cylindrical/curved surface | Pratik Deshpande",""
"passed","Sun Jan 21 22:04:14 UTC 2024","Sun Jan 21 22:05:12 UTC 2024","57421","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000233 | navigate to ZelX taskboard page from 3DA-XT file - no edits | Suba Gopalakrishnan","Z000233 | navigate to ZelX taskboard page from 3DA-XT file - no edits | Suba Gopalakrishnan",""
"passed","Sun Jan 21 18:47:32 UTC 2024","Sun Jan 21 18:49:25 UTC 2024","113247","","Coplanar Command tests","","Coplanar Command tests","3D057505 | Validate User is not able to select Face with a variable radius (Spline), cylindrical /curved face as Motion and Stationary face | Prajakta Patil","3D057505 | Validate User is not able to select Face with a variable radius (Spline), cylindrical /curved face as Motion and Stationary face | Prajakta Patil",""
"passed","Sun Jan 21 21:55:06 UTC 2024","Sun Jan 21 21:56:25 UTC 2024","78737","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000225 | User able to navigate to close the file without saving the edited 3DA-JT file | Suba Gopalakrishnan","Z000225 | User able to navigate to close the file without saving the edited 3DA-JT file | Suba Gopalakrishnan",""
"passed","Sun Jan 21 19:36:39 UTC 2024","Sun Jan 21 19:38:10 UTC 2024","90841","","Edit Flange command tests","","Edit Flange command tests","3DH003003 | Validate Angle of a Flange. | Snehal Atre","3DH003003 | Validate Angle of a Flange. | Snehal Atre",""
"passed","Sun Jan 21 22:37:05 UTC 2024","Sun Jan 21 22:39:46 UTC 2024","160351","","Assembly constraints tests","","Assembly constraints tests","3DA030008 | Validate multiple Distance constraints back-to-back in one command session and termination using close button. | Prajakta Patil","3DA030008 | Validate multiple Distance constraints back-to-back in one command session and termination using close button. | Prajakta Patil",""
"passed","Sun Jan 21 19:40:04 UTC 2024","Sun Jan 21 19:42:02 UTC 2024","118701","","Mirror command tests","","Mirror command tests","3D060010 | Validate Mirror for single face about YZ plane | Varsha Chaudhari","3D060010 | Validate Mirror for single face about YZ plane | Varsha Chaudhari",""
"passed","Sun Jan 21 22:13:38 UTC 2024","Sun Jan 21 22:15:51 UTC 2024","132858","","Place Component tests","","Place Component tests","3DA015003 | Validate User gets a error message for already existing component and Validate single .prt file is created for placing part from shape library multiple times | Prakash Sutar","3DA015003 | Validate User gets a error message for already existing component and Validate single .prt file is created for placing part from shape library multiple times | Prakash Sutar",""
"broken","Sun Jan 21 21:09:21 UTC 2024","Sun Jan 21 21:10:23 UTC 2024","62087","","Revise command tests","","Revise command tests","3D007562 | ME-339837 || Confirm revision dialog displayed for newly uploaded file without any edit. | Pratik Deshpande","3D007562 | ME-339837 || Confirm revision dialog displayed for newly uploaded file without any edit. | Pratik Deshpande",""
"passed","Sun Jan 21 19:26:58 UTC 2024","Sun Jan 21 19:31:15 UTC 2024","257629","","Place Library shape Tests","","Place Library shape Tests","3D110015 | ME-261907: Can't drop in a second library shape for new part | Prakash Sutar","3D110015 | ME-261907: Can't drop in a second library shape for new part | Prakash Sutar",""
"broken","Sun Jan 21 20:27:36 UTC 2024","Sun Jan 21 20:30:35 UTC 2024","179346","","Create Dimension tests","","Create Dimension tests","3D075014 | To verify user should be able to place PMI dimension between hole and edge. | Prajakta Patil","3D075014 | To verify user should be able to place PMI dimension between hole and edge. | Prajakta Patil",""
"passed","Sun Jan 21 19:39:48 UTC 2024","Sun Jan 21 19:41:45 UTC 2024","117790","","Sketch command tests","","Sketch command tests","3D015008 | Validate sketch command: Extend | Prasen Rokade","3D015008 | Validate sketch command: Extend | Prasen Rokade",""
"passed","Sun Jan 21 18:42:03 UTC 2024","Sun Jan 21 18:43:39 UTC 2024","96020","","Inquire command tests","","Inquire command tests","3D086505 | To verify Inquire command for Edge | Abhishek Benni","3D086505 | To verify Inquire command for Edge | Abhishek Benni",""
"passed","Sun Jan 21 22:24:33 UTC 2024","Sun Jan 21 22:25:46 UTC 2024","73134","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000242 | User able to navigate to Zel X Home page without saving the edited XT file | Suba Gopalakrishnan","Z000242 | User able to navigate to Zel X Home page without saving the edited XT file | Suba Gopalakrishnan",""
"passed","Sun Jan 21 19:57:50 UTC 2024","Sun Jan 21 19:59:25 UTC 2024","95628","","Part Navigator Edit Rollback command tests","","Part Navigator Edit Rollback command tests","3D097507 | Validate Shell feature get updated via Edit with Rollback if the user changed the Thickness value. | Pratik Deshpande","3D097507 | Validate Shell feature get updated via Edit with Rollback if the user changed the Thickness value. | Pratik Deshpande",""
"broken","Sun Jan 21 21:00:06 UTC 2024","Sun Jan 21 21:13:16 UTC 2024","789752","","Solidedge Files  tests","","Solidedge Files  tests","3D162501 | Verify user should be able to open the SE part and Sheet Metal files in 3DA. | Abhijeet Sabale","3D162501 | Verify user should be able to open the SE part and Sheet Metal files in 3DA. | Abhijeet Sabale",""
"broken","Sun Jan 21 21:29:11 UTC 2024","Sun Jan 21 21:41:01 UTC 2024","709692","","Solidworks Files tests","","Solidworks Files tests","3D160005 | The user should be able to modify the SW file in 3DA author with Extrude command. | Abhijeet Sabale","3D160005 | The user should be able to modify the SW file in 3DA author with Extrude command. | Abhijeet Sabale",""
